id,question,example_1,example_2,answer
137,"請你提供這個在於香港中環的餐廳的描述: 廣尾內津, 這是一間天婦羅餐廳。",Restaurant 1: 一宝 // Description: 大廚兼東主是這家餐館的第五代傳人，時令的日本海產從大阪和東京豐洲市場空運抵達，放入輕純的紅花油中以明火烹調，並配上每天鮮製的醬汁佐吃。水準多年來始終如一，除因為規模不大有助保持穩定，亦因為大廚堅持親自烹調每件天婦羅。建議點選廚師套餐，可盡嘗最時令的食材。惟座位不多，須提前訂座。,,裝潢採用傳統日式風格，木製桌椅營造出柔和溫暖的感覺，板前座位更面向按季節轉換的綠色生態缸，加倍閒適。提供以海鮮為主的天婦羅套餐，選取逾十款來自日本的當造食材，當中包括分量充裕的海膽以及當季鮮蝦，並以日本棉籽油與芝麻油烹調。晚市提供具有香港特色、以米紙包裹燕窩的炸物，值得一試。
138,"請你提供這個在於香港北角的餐廳的描述: 鳳城 (北角), 這是一間順德菜餐廳。",Restaurant 1: 彤福軒 // Description: 以現代順德菜為主，如生拆鮮魚羹、魚塘公煎焗魚嘴。餐廳對食材非常講究，使用本地優質材料，包括海釣船的海鮮、本地農場的蔬菜和香料，就連竹蒸籠，也是本地老店的出品。不妨一邊享用美食，一邊欣賞維多利亞港景色。但要注意晚餐時段設有服裝要求，最好預先查詢。,Restaurant 2: 頤東 // Description: 前旺角鳳城酒家於2019年因東主退休而結業，後由新老闆接手，並改名為「頤東」重新開業。餐廳內部經過翻新，用餐環境舒適。新東主沿用大部分舊有廚房班底，延續傳統順德菜手藝。招牌菜鴻運乳豬、炸子雞和蝦多士等依舊美味。大良炒鮮奶口感順滑、充滿奶香；順德魚肚羹則用料十足，充滿傳統風味。,作為香港著名的順德菜館，仍保留傳統茶樓的龍鳳禮堂，吸引不少外地客人前來感受舊時風味。早午市供應點心和小菜，推薦皮脆肉嫩的招牌炸子雞，還有每次一出場就被搶空的沙翁，但只在週末供應。傳統菜式選擇豐富，而且分量十足，建議與親朋好友一同分享。部分菜式須預訂，不妨預早查詢。
139,"請你提供這個在於香港土瓜灣的餐廳的描述: 魚蛋佬 (土瓜灣), 這是一間街頭小吃餐廳。",Restaurant 1: 兩姊妹涼皮有限公司 (旺角) // Description: 2023年底遷至旺角後，加設堂食座位，繼續提供多款川味小吃。招牌涼皮冰涼透心，配搭青瓜絲、芫荽、花生碎及秘制辣醋，香辣可口，更可自選辣度，愛花椒者不妨選擇多麻。脆辣蓮藕丁也大受歡迎。,,主打魚蛋、燒賣、腸粉等地道小食，價格親民。招牌白魚蛋每日限量供應，以恰好比例混合多種海魚和麵粉製成，既爽口彈牙，又帶魚肉鮮味。建議以辣椒油佐吃，更為惹味。
140,"請你提供這個在於香港尖沙咀的餐廳的描述: Carna by Dario Cecchini, 這是一間扒房餐廳。",Restaurant 1: The Steak House // Description: 位於重新開業的麗晶酒店內，採用落地玻璃和鏡面設計，可多角度飽覽維港景色。菜單網羅來自意大利、西班牙、韓國、日本、澳洲、美國等地的優質牛扒，也有由摩洛哥籍主廚處理的熟成牛扒，不妨向店員查詢。佐料方面，提供多款鹽品、醬汁和自家調製的芥末。此外，各式前菜、沙律、熟食冷肉、芝士等也琳瑯滿目。,Restaurant 2: Beefbar // Description: 這家源自摩納哥的扒房裝潢亮眼，以白色雲石配搭黑色皮革，時尚有型。主要供應來自美國、澳洲、日本、韓國的頂級牛扒，無論是安格斯牛、和牛或神戶牛，不同部位都被烤至恰到好處。不要錯過大受歡迎的肋眼蓋，外層微微焦脆，內裏則軟嫩多汁。前菜選擇豐富，其中墨西哥卷餅和席前炮製的牛肉他他均美味可口。,餐廳位於精品酒店高層，落地窗帶來開闊視野，幾乎每個位置都可以欣賞到維港的迷人景色。Dario Cecchini為意大利著名的肉店店主，除了引入家鄉的肉品，也提供澳洲、美國、日本等地的牛扒，且遵從「從頭吃到尾」(Nose-to-Tail) 的烹調理念，將牛隻切割為18個部位。菜單上也有各種意式美食，酒單則涵蓋意大利多個產區的佳釀。
141,"請你提供這個在於香港中環的餐廳的描述: 都爹利會館, 這是一間粵菜餐廳。",Restaurant 1: 聚興家 // Description: 此店為許多影視名人和酒店大廚的飯堂，即使曾經擴充，仍然經常客滿，請務必訂座。翻開餐牌，可以看到各式各樣的廣東小炒，還有為嗜辣客人而設的精選川菜。推薦用新鮮文昌雞炮製的鹽焗雞，肉嫩皮爽，鹹香惹味，為免撲空，建議於訂座時預留。同時供應多款生猛海鮮，豉汁蒸白鱔、豉油皇大蝦、焗奄仔蟹等應有盡有。,Restaurant 2: 星記 // Description: 星記是中環區難得一見的粵式小菜館，以扎實的烹調技巧及新鮮食材見稱。以大廚名字命名的輝哥煎咸雞肉質嫩滑又惹味，值得一試。金榜醬戈巴焗大花蝦則鮮味十足，咸香的醬汁更可沾鍋巴來吃，十分香口。另建議預訂燉湯如杏汁花膠燉豬肺。餐廳於午市提供一系列價格實惠的小菜，甚受上班族歡迎。,廚師團隊選用高級食材，炮製出精緻粵菜。鮮蟹肉桂花炒蝦絲透出馥郁鮮香，炒開的雞蛋金黃如桂花，配搭清脆的銀芽，是這裏的招牌菜。都爹利吊炸雞經過近三百次反覆油淋，外皮薄脆，肉質嫩滑入味，充滿油脂香氣，建議提前預留。室內佈置令人恍若置身於藝術館，也會定期舉行藝術展覽，用餐體驗更為豐富。
142,"請你提供這個在於香港北角的餐廳的描述: 古月, 這是一間星馬菜餐廳。",,,地點比較隱蔽，從書局街進入方能到達。餐廳提供星、馬美食，牆上畫有富當地特色的卡通繪畫，趣味盎然。餐單貴精不貴多，當中多是香港少見，甚至首家供應的菜式。馬來西亞板麵配搭自製辣椒乾食用，非常惹味。另外，標榜不含味精、湯底以胡椒和生蒜製作的新加坡肉骨茶可以無限添飲，定能滿足客人胃口。
143,"請你提供這個在於香港元朗的餐廳的描述: 大榮華, 這是一間粵菜餐廳。",Restaurant 1: 御寶軒 (尖沙咀) // Description: 御寶軒在香港的首家分店選址在九龍半島地標北京道一號，坐擁無敵維港兩岸景色，加上時尚中帶點中國風的設計－－水泥牆上的立體陶瓷鯉魚和樑柱上的書法－－令人悠然神往！廚房內附設魚缸，每天都有鮮活的海鮮供應。脆米海鮮浸東星、糯米釀脆皮乳豬及胡椒炒蟹是招牌菜。,Restaurant 2: 唐閣 // Description: 開業逾三十年，各款粵式佳餚均由經驗豐富的廚房團隊主理，食物水準不言而喻，難怪能吸引食客再三前往。其北京片皮鴨、三葱爆龍蝦、釀焗鮮蟹蓋皆深受歡迎，用料十足的湯羹更加不容錯過。在等待美食的時候，不妨欣賞四周高雅的布藝裝飾、一絲不苟的餐桌佈置和一系列引人入勝的藝術品。,光顧大榮華是很多人長途跋涉來到元朗的主要原因。除了供應奶黃馬拉糕等點心，酒家還提供近百款圍村小菜及經典粵式名菜，如香茜燒米鴨、缽仔豬油頭抽撈飯及鹹水檸蒸烏頭，特別推介味濃而肉滑的圍頭五味雞。大廚亦會每月更新時令菜式。餐廳用上五彩繽紛的地氈、明亮的燈光和傳統裝飾，感覺煥然一新。
144,"請你提供這個在於香港中環的餐廳的描述: Amber, 這是一間法國菜餐廳。",Restaurant 1: Cristal Room by Anne-Sophie Pic // Description: 法籍主廚Anne-Sophie Pic於亞洲開設的第二家餐廳，室內裝潢高雅華麗，入口處的水晶吊燈宏偉而閃亮，引人注目。開放式廚房加上鑲設鏡面的天花，大大提升空間感。晚市提供六或八道菜的套餐，當中包括主廚的首本名菜，取用日本食材並且融合當地元素，創造出豐富細膩的味道。此外，客人可在甜品區享用美味茶點。,Restaurant 2: Caprice // Description: 古典優雅的裝潢富有格調，佐以醉人海景及貼心專業的服務，令用餐體驗盡善盡美。不妨先到酒吧呷杯雞尾酒，再享用各種法式美食。午膳提供四或五道菜的套餐，晚膳則有兩款各七道菜的菜單供選擇。不論何時到訪，都能體驗到廚師將高級食材發揮到極致的精湛烹調技巧。芝士和餐酒的選擇極為豐富，同樣不容錯過。,這典雅的餐廳以金色和米色為主調，加上名貴皮革座椅、淺色橡木餐桌等，盡顯奢華優雅。主廚以法國菜的技巧，配合各地進口的優質食材，設計出多款套餐。烹飪風格貼合現代飲食潮流：精緻、輕盈、低糖低鹽、不含麩質和奶製品，更提供素食選擇，滿足追求健康的客人。
145,"請你提供這個在於香港中環的餐廳的描述: 九記, 這是一間麵食餐廳。",Restaurant 1: 坤記竹昇麵 // Description: 店東秉承其家族在廣州的製麵方法，在工房經人手以傳統竹竿壓法每日新鮮打製，配方含大量雞蛋，並施以獨門的除鹼方法，製成的麵條彈牙爽口，啖啖蛋香全無鹼水味，配以自製的大地魚湯和蝦籽更是滋味無窮。推介鮮蝦雲吞麵和蝦籽蠔油撈麵。店家另有出售樽裝蝦籽、大地魚粉及竹昇蛋麵等。,Restaurant 2: 好到底 // Description: 於1946年開業，這家老字號麵家至今仍堅持於自設工場製麵。樓高兩層的店舖內是濃濃的懷舊氣息。雲吞非試不可；除了受食客歡迎的蝦籽撈麵和特製魚皮水餃，炸醬麵和牛腩麵同樣美味。若肚皮仍有空間，香甜的蝦籽蘿蔔亦值得細味！店主同時在市區設立多個銷售店，出售自製乾麵及蝦籽。,開業於三十年代的九記深得食客支持，每天自十二時起，即使店舖還未正式營業，來自世界各地的食客都已整裝待發在門外輪候，午膳時間尤其擠擁。店內陳設簡單，進餐時要和其他人共用餐桌。歷久不衰的食物當然要數清湯牛腩，而咖喱牛腩亦不乏老饕捧場，配上更能掛湯的伊府麵，滋味無窮。
146,"請你提供這個在於香港西環的餐廳的描述: 阿元來了 (西環), 這是一間台灣菜餐廳。",Restaurant 1: 台蔡滷肉飯 (荃灣) // Description: 來自台灣的老闆兼主廚，決心開店與客人分享家鄉風味。每日鮮製的招牌滷肉飯，手切豬腩肉肥瘦相間，作法偏向台灣北部風味，提供四種不同的配料組合，並可選配溫泉蛋或溏心蛋。同時供應經典麵食和夜市小吃，其中現點現炸的九層塔鹽酥雞，肉汁豐盈、皮脆肉嫩。店面小巧舒適，門前常見人龍，建議提早前往。,,創辦人來自台灣，部分材料由家鄉直送，以保持菜品的原汁原味。餐廳裝潢也充滿台灣元素，讓人恍如置身在當地夜市。招牌菜阿元魯肉飯香氣十足，手切滷肉肥而不膩。雙蛋蚵仔煎採用傳統做法，蛋香十足且口感煙韌。蒜泥白肉酸辣開胃，也值得一試。提供數十款台式飲品，餐後來一碗九份芋圓再滋味不過。
147,"請你提供這個在於香港灣仔的餐廳的描述: 強記美食, 這是一間街頭小吃餐廳。",Restaurant 1: 蘇記燉蛋 // Description: 只供應原味牛奶燉蛋白──以北海道牛乳和鮮蛋白燉製，呈薄膜狀的表面下為流心蛋白，嫩滑非常。設冷及熱兩種選擇，後者即點即燉，需耐心等待。,Restaurant 2: 合益泰小食 // Description: 供應魚蛋、豬皮及蘿蔔等港式小食，店內外均經常人頭湧湧。豬腸粉為店內招牌，軟滑而富米香，加上豬油的香氣，令人垂涎。,小店於2021年由路邊攤搬至此舖位，用餐環境比以前更舒適。馳名的臘味糯米飯依舊料豐味美，煎蝦米腸粉、花生旺菜豬骨粥等小食的味道亦不亞從前，菜單選擇更豐富。
148,"請你提供這個在於香港尖沙咀的餐廳的描述: 避風塘興記, 這是一間海鮮餐廳。",Restaurant 1: 六福菜館 // Description: 菜館藏身於西貢海鮮餐廳一帶的後街，佔地三層，門口未見一般海鮮餐館常設的大魚缸，僅以出色的烹調技巧吸引食客。以生猛海鮮炮製的小菜選料上乘，每一口都散發着鮮味。金湯魚蓉羹、椒鹽瀨尿蝦和鹽水蒸西貢魚仔是必吃菜式，傳統粵式小菜如椒鹽奇脆豆腐也值得一試。惟部分海鮮需預留，建議提早查詢。,Restaurant 2: 容龍 // Description: 容龍在本區可謂赫赫有名，裝修後換上更時尚的佈置，新增更多私人廂房，滿足注重私人空間的食客，其中兩間更坐擁海畔美景。為數不少的客人會自攜海鮮加工，個別更不看主菜牌，直接從海鮮單上挑選食物。招牌菜包括芝士焗開邊龍蝦與砵酒焗生蠔；日間則有點心供應。,歷經三代，原址在銅鑼灣，其後才遷到尖沙咀現址，這家由祖父輩創辦的餐廳一直以避風塘特色小菜為賣點。廚房由弟弟掌舵，大家姐則負責領導服務團隊。海鮮每天新鮮進貨，供應有限，不妨於訂座時預留，招牌菜包括避風塘炒蟹、燒鴨湯河及艇仔粥，前者更可選擇不同辣度。座位不多，食客須到齊方能入座。
149,"請你提供這個在於香港灣仔的餐廳的描述: 莎巴, 這是一間馬來西亞菜餐廳。",,,曾在灣仔屹立十八年，暫別三年後，由原有廚師班底於原區重開。雖然餐牌較以往精簡，不過滋味不變，仍供應肉骨茶、海南雞飯、巴東牛肉、海鮮喇沙等馬拉美食。其中，招牌海南雞飯的雞皮爽滑，肉質軟腍嫩滑，配搭三色醬料和珍珠米油飯，味道香濃可口。餐牌持續更新，如有心儀菜式不妨向店家查詢。
150,"請你提供這個在於香港尖沙咀的餐廳的描述: 夜上海 (尖沙咀), 這是一間滬菜餐廳。",Restaurant 1: 嘗申滙 // Description: 位於商業大廈頂樓，餐廳共佔三層空間，客人先乘電梯到43樓，再由接待員安排入座。佈置以綠色絲絨為主，格調高雅，透過落地玻璃可俯瞰維港景色。主要提供上海和江浙佳餚，菜單羅列多款經典菜式，例如手撕四喜烤麩、龍鬚桂魚、香煎八寶飯，以及招牌菜桂花蜜汁火方。午市提供套餐，方便商務宴請。,Restaurant 2: 留園雅敘 // Description: 開業多年的留園雅敘環境素淨優雅，擁有不少忠實顧客，當中不乏一眾老上海，侍應亦會親切地以流利上海話為客人點菜。菜單網羅各式正宗滬菜，不論是清炒蝦仁、松子桂魚或紅燒元蹄等經典小菜，還是需預訂的鮑魚紅燒肉和小米刺參雞湯，均呈現上海菜的大器風格。推介花雕醉乳鴿，皮爽肉嫩，吃罷濃郁酒香溢滿口腔。,佔地兩層，昏暗的燈光配上深色木材，散發着三十年代老上海的味道，用餐環境舒適。廚師廚藝精湛，選用中國各地的新鮮食材，重新演繹一系列上海及江浙名菜。除了花雕醉雞、清炒河蝦仁、蟹粉釀蟹蓋等必吃菜式，蒜泥白肉也值得品嘗：薄切五花肉味道香濃，口感爽嫩，蒜泥和醬油味道得宜，非常惹味。
151,"請你提供這個在於香港尖沙咀的餐廳的描述: 新同樂, 這是一間粵菜餐廳。",Restaurant 1: 天寶閣 // Description: 位於喜來登酒店內，餐室裝潢典雅堂皇，菜餚亦甚具水準。主廚擁有超過二十五年傳統粵菜經驗，功夫扎實。生於經營海味生意的家族使他對挑選和運用名貴海味食材別有一番心得，且擅於烹調以海味為題的菜式。除此之外，需預訂的黑松露薏米燒釀乳豬和魚子芙蓉蛋白龍蝦球均值得一試。,Restaurant 2: 裕記 // Description: 於1958年開業的裕記現已交棒給第二代。從鄉村小店到現在的規模，仍保留着傳統食店風味。其招牌燒鵝是店東按家傳秘方以炭火烤製，味道獨特且酥香肉嫩。為確保貨源和品質，餐廳更於內地自設鵝場，並只選用廣東清遠的黑棕鵝。每天首批燒鵝於11:45出爐，早到埗的食客需稍候。此外，亦供應海鮮及特色小菜。,廚師團隊經驗豐富，加上選材嚴謹、用料新鮮，俘獲一眾食客的味蕾。除了經典招牌菜百花脆皮乳豬件，鮮蘑菇焗釀蟹蓋、燒汁乾煏牛肋骨也值得一試。提供多款套餐，當中包括以進口食材糅合獨特創意的廚師推介美食。部分菜餚可按人數調整分量，靈活貼心。點心菜單恆常更換，新鮮感十足。
152,"請你提供這個在於香港灣仔的餐廳的描述: 新榮記, 這是一間台州菜餐廳。",,,新榮記把台州風味帶來香港，堅持採用優質新鮮的材料，尤其推崇東海海鮮。烹調上着重原汁原味，僅以薑、葱、蒜配合簡單調味料，帶出食物自身味道。除了家燒黃魚、黃金脆帶魚、家燒蘿蔔等招牌菜式，亦提供多款時令菜餚，當中包含一些具地方色彩的口味和組合。部分菜式須提前預訂。
153,"請你提供這個在於香港上環的餐廳的描述: Mâm Amis, 這是一間越南菜餐廳。",Restaurant 1: Brass Spoon (Wan Chai) // Description: 這小小的麵店選址於寧靜的街區上，供應的是地道的越式河粉。於法國習廚的主廚兼店東注重細節，湯底以牛小腿骨熬煮逾十六小時而成，味道濃郁。設不同級別的美國牛肉供選擇，也可添加牛筋、牛柏葉、牛丸和扎肉等配料。菜單也有各種越式小食，如春卷和蒸粉卷等。小店頗受歡迎，要有排隊的準備。,Restaurant 2: Sếp // Description: 由經驗豐富的主廚掌舵，提供現代越南法殖菜式。他曾在越南旅居七年，對當地的柴火烹飪文化深深着迷，因此特別在店內的開放式廚房設置柴火烤爐。兩款套餐均糅合法式烹調技巧和優質食材，例如使用乾式熟成三黃雞的會安脆皮雞，還有採用黑安格斯牛肉的順化牛肉粉等。套餐外更設額外菜式，適合共享。,牆上的越南風景畫，加上復古吊燈和藤編椅子，令人彷彿置身在越南的老房子。廚師團隊也來自當地，菜式風味地道，包括具特色的碳烤和湯粉，亦有提供素食菜式。推薦碳烤河蝦，選用彈嫩鮮甜的越南蝦，烤得焦香四溢。湯粉品種多樣，湯底滋味且分量充足。咖喱辣蟹和越南烤豬適合多人分享，但須提前預訂。
154,"請你提供這個在於香港銅鑼灣的餐廳的描述: 富臨飯店, 這是一間粵菜餐廳。",Restaurant 1: 文苑飯莊 // Description: 雖位於隱蔽的屋苑商場內，但開業不久已憑着優質粵菜吸引眾多食客捧場。廚師和服務團隊濟濟一堂，均曾效力於其他知名同業。主打傳統粵菜，除了燒味、點心、海鮮，也提供蛇羹和煲仔飯等時令菜式。金牌小炒王選用特大蝦乾、櫻花蝦和蝦球等，口感豐富且鑊氣十足，適合配搭美酒享用。燒味宜提前預訂。,Restaurant 2: 福臨門 (灣仔) // Description: 開業七十多年，福臨門一直是城中具標誌性的酒家之一。能夠保持水準，全因秉承父輩烹調粵菜的傳統手法，再配合優質食材，例如每天進貨的海產，確保新鮮味美。無論是午市的粵式點心，或是各種傳統菜餚，均十分出色。特別推介招牌菜釀焗鮮蟹蓋、炸子雞。時令菜單全年供應，部分菜式需預訂，建議致電查詢。,阿一鮑魚為已故老闆楊貫一的招牌菜，廚師團隊對此菜式絕不馬虎，採用日本乾鮑，由專人燜煮數天而成，其口感綿密，至今仍吸引本地食客以至世界各地人士慕名而來。菜單道道皆為粵菜經典，所需工序繁複，生煎東星斑、瑤柱焗釀蟹蓋等都展現出精湛廚藝。酒單琳瑯滿目，不妨請侍酒師作推薦，增添用餐樂趣。
155,"請你提供這個在於香港中環的餐廳的描述: Hansik Goo, 這是一間韓國菜餐廳。",,,搬遷後空間大增，在現代設計中藏有韓式廚房和壁爐等傳統元素。店名有「家」的寓意，盼食客來此與親友分享美食。僅提供一款品嘗菜單及少量添加菜式，以具創意的烹調手法，介紹更廣泛的韓國飲食文化。招牌菜人蔘雞燴飯升級成新版本，鮮味大大提升。餐廳搜羅了眾多韓國酒款，並設有配搭菜餚的酒單。
156,"請你提供這個在於香港中環的餐廳的描述: 營致會館, 這是一間粵菜餐廳。",Restaurant 1: 御寶軒 (尖沙咀) // Description: 御寶軒在香港的首家分店選址在九龍半島地標北京道一號，坐擁無敵維港兩岸景色，加上時尚中帶點中國風的設計－－水泥牆上的立體陶瓷鯉魚和樑柱上的書法－－令人悠然神往！廚房內附設魚缸，每天都有鮮活的海鮮供應。脆米海鮮浸東星、糯米釀脆皮乳豬及胡椒炒蟹是招牌菜。,Restaurant 2: 農圃 // Description: 餐廳裝潢時尚，巨型水族箱延伸整道牆，引人注目。菜單以傳統手工菜為主，選用各式高級海味乾貨入饌，包括鮑魚、海參等處理工序繁複的食材，所炮製的優質粵菜一直深受客人愛戴。著名菜式包括古法糯米雞翼、鵝肝焗釀響螺和瑤柱鮑魚雞粒飯，皆值得一試。配合細心周到的服務團隊，令用餐體驗更稱心滿意。,裝潢典雅時尚，讓客人在舒適的環境中享用精緻美食。主廚着重選料新鮮，加上熟練的烹調技巧，炮製出細緻傳統的廣東菜。招牌菜脆香貴妃雞皮脆酥香、口感嫩滑。另外推介肉質鮮嫩中帶香脆的香葱爆乳龍。地下酒吧專售氈酒調製的雞尾酒，也有輕井澤威士忌等較特別的選擇。
157,"請你提供這個在於香港深水埗的餐廳的描述: 合益泰小食, 這是一間街頭小吃餐廳。",Restaurant 1: 浩記甜品 (土瓜灣) // Description: 浩記屹立於旺角逾三十年，於2020年遷入現址，繼續提供價格相宜且具水準的傳統中式糖水，生磨芝麻糊、合桃糊、薑汁湯丸等一應俱全。,Restaurant 2: 魚事者 (北角) // Description: 提供以魚為主題的創新小食：以魚皮模仿墨西哥玉米片，配搭自製牛油果醬和番茄莎莎醬，味道豐富；泰式蝦頭油炸蝦球魚麵撈、炸魚無薯條充滿香氣；晚間才供應的魚米粒粒則製成意大利飯模樣，彈牙好吃。,供應魚蛋、豬皮及蘿蔔等港式小食，店內外均經常人頭湧湧。豬腸粉為店內招牌，軟滑而富米香，加上豬油的香氣，令人垂涎。
158,"請你提供這個在於香港其他的餐廳的描述: 夏宮, 這是一間粵菜餐廳。",Restaurant 1: 麗晶軒 // Description: 所在的酒店完成翻新，欣圖軒於2022年底改名為「麗晶軒」，並將入口遷回酒店大堂。裝潢以玉石為主題，精緻華美，遠眺窗外，更能細賞維港及香港島的美景。廚師團隊經驗豐富，他們以扎實技巧和上乘食材，製作出一道道傳統粵式佳餚。除了脆皮龍崗雞、脆釀鮮蟹蓋等經典菜式，午市點心同樣值得一試。,Restaurant 2: 家全七福 (灣仔) // Description: 環境富麗堂皇，名稱則包含了東主父親的名字及其在兄弟中的排序，也有傳承父親廚藝之意。東主自十四歲跟隨父親習廚，以烹調高級功夫粵菜為長。其中，花膠燴雞絲羹用料豐富，令人齒頰留香。招牌菜大紅片皮乳豬以炭火烤製，油香四溢。菜單上亦有不少傳統菜式，如雞子戈渣、陳皮蒸牛肉餅等，皆值得一試。,以北京故宮為設計靈感：大紅色餐椅配搭中式屏風，並飾以絲綢畫作、雕塑和水晶吊燈，營造出宮廷氣派。菜單包羅傳統廣東名菜，出品水準穩定，招牌菜包括沙薑豬腳仔、蠔皇吉品鮑魚、脆皮炸子雞、各式燉湯等，部分須提早預訂。除了經典菜式，季節菜單和午市供應的點心也深受食客喜愛，午市經常一席難求。
159,"請你提供這個在於香港尖沙咀的餐廳的描述: 瑞樵閣, 這是一間瑞士菜餐廳。",Restaurant 1: 瑞士餐廳 // Description: 木傢具、小窗戶等元素令餐廳洋溢着瑞士高山小木屋的氛圍。店東兼主廚與全店職員共事逾廿載，食物和服務水準一直維持不變。餐廳選用優質的瑞士香腸、芝士、醃肉和肉品，牛面沙律、炸牛仔肉和薄切小牛肉伴蘑菇忌廉汁均不可錯過，當然還有以五種芝士混合櫻桃酒煮成的芝士火鍋。不妨選配瑞士美酒佐餐。,,推開餐廳的木門，四周的木製裝飾讓人彷彿踏進了瑞士農舍。自1965年起瑞士美食的魅力在此得以展現，其傳統瑞士菜式與特選芝士系列，包括瓦萊州烤芝士（熱熔的芝士配馬鈴薯、醃洋葱及青瓜）或瑞士芝士火鍋均惹人垂涎，芝士火鍋更設有不同酒精濃度可供選擇。現任主廚生於瑞士，保證出品風味正宗。
160,"請你提供這個在於香港中環的餐廳的描述: 長本, 這是一間日本菜餐廳。",Restaurant 1: 割烹凜 // Description: 由銀座名店吉武壽司與本地的志魂聯手創立，呈現輕鬆而獨特的割烹料理體驗。日籍主廚來自仙台，擅於以獨特的調味配合優質食材，表達濃厚的味道。他透過每季節變更的廚師發辦套餐，展示對日本海陸產物的珍視，不論生食或熟食，均突顯材料的自然風味。不妨配搭日本清酒佐餐。惟座位有限，建議提早訂座。,Restaurant 2: 瑞兆 // Description: 主廚曾於銀座工作，與當地漁販關係良好，優質食材每天由日本直送到港。午市提供嘗味套餐及廚師發辦套餐，晚市則只供應一款廚師發辦套餐。來自鹿兒島薩摩的牛腰脊肉味香濃，是店裏的招牌菜。同樣值得一試的還有薩摩和牛配慢煮蛋黃，蛋香濃郁，牛肉入口即化。可向服務員查詢清酒配搭。需提早訂座。,告別柏屋後，大廚長本先生在原址另闢新店，並以全新面貌迎接客人：主餐室的吧檯由深棕色樹幹製成，安坐於此可以欣賞到主廚在席前準備菜餚。供應單一菜單，以最鮮美的當季食材製成懷石料理，從頭盤到甜品，處處顯露主廚對食材的透徹了解。服務員更會於席間介紹菜式由來和相關日本風俗，十分有趣。
161,"請你提供這個在於香港灣仔的餐廳的描述: 船記, 這是一間粵菜餐廳。",Restaurant 1: 御寶軒 (尖沙咀) // Description: 御寶軒在香港的首家分店選址在九龍半島地標北京道一號，坐擁無敵維港兩岸景色，加上時尚中帶點中國風的設計－－水泥牆上的立體陶瓷鯉魚和樑柱上的書法－－令人悠然神往！廚房內附設魚缸，每天都有鮮活的海鮮供應。脆米海鮮浸東星、糯米釀脆皮乳豬及胡椒炒蟹是招牌菜。,Restaurant 2: 新同樂 // Description: 廚師團隊經驗豐富，加上選材嚴謹、用料新鮮，俘獲一眾食客的味蕾。除了經典招牌菜百花脆皮乳豬件，鮮蘑菇焗釀蟹蓋、燒汁乾煏牛肋骨也值得一試。提供多款套餐，當中包括以進口食材糅合獨特創意的廚師推介美食。部分菜餚可按人數調整分量，靈活貼心。點心菜單恆常更換，新鮮感十足。,餐廳於2021年底開業，供應點心、燒味和懷舊手工菜等經典粵菜，且由擁數十年經驗的師傅主理。點心每日新鮮製造，即叫即蒸，並供應至下午。推介晶瑩剔透的韭黃鮮蝦腸。和哥叉燒選用上乘的脢頭肉製作，肥瘦得宜，是另一款必吃菜式。午市套餐非常實惠。如欲品嘗海鮮等菜式，建議提前查詢及預訂。
162,"請你提供這個在於香港觀塘的餐廳的描述: 好運印尼餐廳, 這是一間印尼菜餐廳。",,,由印尼華僑開設，經營逾三十年，在區內極具人氣。翻新後的餐室充滿印尼風情，顯得年輕而富朝氣。菜單精簡，提供具代表性的印尼美食，真材實料地呈現爪哇中部菜式。除了碳火燒烤的招牌沙爹串，也推介龍東十五夜，糯米飯糰帶淡淡椰香，配上巴東牛肉等豐富配料，讓人回味。在特色飲品中，龍眼冰是不錯選擇。
163,"請你提供這個在於香港灣仔的餐廳的描述: 靠得住 (灣仔), 這是一間粥麵餐廳。",Restaurant 1: 正斗粥麵專家 (中環) // Description: 坐落於機鐵站上蓋，這家粥麵店每天接待逾千個顧客，當中大部分是在附近工作的上班族，繁忙時間到訪，便要有排隊久候和拼桌的準備。店內的招牌鮮蝦雲吞麵和乾炒牛河都是受歡迎之選。此外，生猛大蝦粥亦值得一試；若喜歡一盅兩件，餐廳亦供應多款點心。有別於傳統粥麵店，室內設計時尚舒適。,Restaurant 2: 何洪記 (銅鑼灣) // Description: 何洪記是香港歷史悠久的麵家之一，自四十年代起在灣仔區營業，多年來其招牌雲吞麵憑着麵條彈牙、湯底鮮甜而口碑載道；其粥品也很出色。遷至商場後，設計變得時尚，座位也更舒適，但重視食品質素的經營方針始終不變，更增加了食物種類，除粥麵外，還供應點心和廣式小菜，難怪吸引到不少客人到此用膳。,於灣仔扎根多年，靠得住的出品一如其名，從不令人失望。其粥品與別不同之處，乃採用魚湯作粥底，味道鮮美。粥品配料選擇繁多，特別推薦心肝寶貝粥。同時也供應多元化的食品，其中鹹肉粽、爽脆鯇魚皮和炸雲吞也值得一試。精選套餐更有不同的配搭。餐室簡潔光亮而舒適。
