id,question,answer
346,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓家全七福，呢間餐廳環境富麗堂皇，名稱則包含了東主父親的名字及其在兄弟中的排序，也有傳承父親廚藝之意。東主自十四歲跟隨父親習廚，以烹調高級功夫粵菜為長。其中，花膠燴雞絲羹用料豐富，令人齒頰留香。招牌菜大紅片皮乳豬以炭火烤製，油香四溢。菜單上亦有不少傳統菜式，如雞子戈渣、陳皮蒸牛肉餅等，皆值得一試。。。
347,我想食寧波菜，你有冇邊間推介呀？,你可以考慮吓甬府，呢間餐廳為集團於香港開設的首家分店，高聳樓底配上水晶燈和玻璃魚形裝飾，像在海洋中熠熠生輝。主打東海海鮮，大多從寧波每天新鮮運抵，配搭本地上乘食材，炮製出富傳統風味的寧波菜。菜單上可見工序繁複的手工菜式，推薦招牌菜十八斬，以秘製醬汁醃製，肉質鮮甜，蟹膏豐膄。設最低消費，宜先查詢並預訂菜式。。。
348,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓留園雅敘，呢間餐廳開業多年的留園雅敘環境素淨優雅，擁有不少忠實顧客，當中不乏一眾老上海，侍應亦會親切地以流利上海話為客人點菜。菜單網羅各式正宗滬菜，不論是清炒蝦仁、松子桂魚或紅燒元蹄等經典小菜，還是需預訂的鮑魚紅燒肉和小米刺參雞湯，均呈現上海菜的大器風格。推介花雕醉乳鴿，皮爽肉嫩，吃罷濃郁酒香溢滿口腔。。。
349,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓坤記煲仔小菜，呢間餐廳裝修帶有濃烈的香港風情，除了供應傳統港式小炒，晚上亦提供煲仔小菜及煲仔飯。其馳名煲仔飯混以三種米，烹調時瓦煲底的油滲進米粒內，令米飯特別香滑軟糯；控制得宜的火候則令香脆可口的飯焦得以形成。由於製作需時，建議到店後先選好煲仔飯，再慢慢挑選其他鑊氣十足的煲仔小菜。。。
350,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓萬豪金殿，呢間餐廳室內設計以中式庭園為主題，牽牛花玻璃吊燈充滿特色。菜單包括自家製點心、生猛海鮮和精緻粤菜，傳統與創新兼備。貴妃叉燒選用西班牙黑毛豬，肉質纖細，香味濃郁。杏仁濃湯煎花膠外脆內軟；金殿花膠鮮魚湯由三種魚熬煮而成，鮮甜味美。不妨以世界各地的美酒配搭佳餚，部分菜式需提前預訂。。。
351,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Giando，呢間餐廳意籍廚師Gianni Caprioli名下餐廳眾多，此店可視為其珍寶，自有其因由。位處鬧市中的寧謐一隅，別有洞天，室內設計精巧富心思；戶外座位氣氛輕鬆，適合用餐或淺酌。菜單中網羅意大利各地區的特色風味菜式，推薦招牌自製捲意粉及米蘭式小牛扒。酒單由身兼侍酒師的釀酒師設計，包羅多樣的意國佳釀，不妨細酌一番。。。
352,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓Tate，呢間餐廳灰褐、淡粉紅、磨砂金三種色調拼湊出餐室細膩、優雅的氛圍。晚市的八道菜套餐選用西班牙海鱸魚、本地三黃雞、澳洲和牛等優質食材，在法國料理基礎上加入中式元素，每道菜都精緻無比。只在周五、六午膳供應的六道菜套餐，菜式與晚間截然不同，帶來另一種體驗。除了餐酒配搭服務，亦提供雞尾酒和清酒。。。
353,我想食雞肉串燒，你有冇邊間推介呀？,你可以考慮吓Yardbird，呢間餐廳餐廳人流不絕，建議於網上訂座，否則須排隊等候。其二十多款串燒選用本地三黃雞，除了常見的雞胸、雞翼、雞皮等，也提供雞心房、甲狀腺等珍奇部位。特別推介伴以醬油和蛋黃的雞肉丸，其表面烤至香脆且帶備長炭的誘人香氣。酒品種類繁多，包羅日本威士忌、清酒及雞尾酒。。。
354,我想食法國菜，你有冇邊間推介呀？,你可以考慮吓珀翠，呢間餐廳璀璨奪目的水晶吊燈、高貴的絨布簾幕與一絲不苟的餐桌佈置，讓餐廳披上了奢華的巴黎沙龍外觀，窗外美不勝收的海景更是錦上添花。餐單上供應的是經典法國菜，廚師團隊搜羅來自法國及全球各地的名貴材料，並以出色的技巧演繹。酒窖內的佳釀多不勝數，包括多個自1928年起產自珀翠酒莊的年份葡萄酒。。。
355,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓夏宮，呢間餐廳以北京故宮為設計靈感：大紅色餐椅配搭中式屏風，並飾以絲綢畫作、雕塑和水晶吊燈，營造出宮廷氣派。菜單包羅傳統廣東名菜，出品水準穩定，招牌菜包括沙薑豬腳仔、蠔皇吉品鮑魚、脆皮炸子雞、各式燉湯等，部分須提早預訂。除了經典菜式，季節菜單和午市供應的點心也深受食客喜愛，午市經常一席難求。。。
356,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓摩，呢間餐廳選址滿佈特色古玩小店的摩羅街，餐廳名字亦與之呼應。室內裝潢以米色為主調，並大量採用弧形設計，整體氣氛舒適和諧。料理則以黃豆為中心，廣泛使用豆瓣、腐皮、豆漿、豆豉等各種黃豆製品，糅合歐陸烹調技巧，呈現風味獨特、質感豐富的菜式。菜單隨季節變更，當中，麻婆豆腐是這裏的標誌菜式。。。
357,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Racines，呢間餐廳兩位主廚來自法國南部，曾共事多年，他們以家族食譜帶領客人踏上美食之旅，正正貼合Racines在法文解作「根」的意思。餐廳採用法國及本地的時令食材，並在經典法式料理融入現代元素，菜式精緻細膩。午餐僅在週末供應，晚市提供五或七道菜的套餐，並隔月更換。建議訂座，惟不招待十一歲以下兒童。。。
358,我想食越南菜，你有冇邊間推介呀？,你可以考慮吓Mâm Amis，呢間餐廳牆上的越南風景畫，加上復古吊燈和藤編椅子，令人彷彿置身在越南的老房子。廚師團隊也來自當地，菜式風味地道，包括具特色的碳烤和湯粉，亦有提供素食菜式。推薦碳烤河蝦，選用彈嫩鮮甜的越南蝦，烤得焦香四溢。湯粉品種多樣，湯底滋味且分量充足。咖喱辣蟹和越南烤豬適合多人分享，但須提前預訂。。。
359,我想食越南菜，你有冇邊間推介呀？,你可以考慮吓Ăn Chơi，呢間餐廳小店由夫妻二人主理，亮黃色牆面、彩色膠椅、斗笠等都極具越南風情。菜單以當地小吃為主，包括配料豐富的法包，也有每天轉換地域風格的越南粉。此外，姜公呂望烤魚也值得一試，廚師在傳統上加以改良，以比目魚配上自製的發酵魚醬，風味獨特。雞蛋咖啡和越南精釀啤酒充滿地方特色。如不欲排隊建議提早到埗。。。
360,我想食川菜，你有冇邊間推介呀？,你可以考慮吓井巷子，呢間餐廳曾於成都受訓的主廚烹調風格糅合現代元素，並擅長運用世界各地的食材，例如西班牙向日葵甘栗豚、鹿兒島A5和牛、斯里蘭卡肉蟹等，帶來不一樣的川菜體驗。其招牌菜成都清湯水煮黑珍珠，以豬骨湯取代紅油湯底，味道不失麻辣，但較傳統做法清爽，也能帶出魚肉的鮮甜。小菜如混椒肥腸亦非常出色。。。
362,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓L'Envol，呢間餐廳水晶吊燈、上等木材和雲石佈置，塑造出優雅的環境，開放式廚房讓人一窺法國主廚的手藝。服務無微不至，帶來精緻難忘的用餐體驗。僅提供套餐，皆以海鮮為主，不過菜單內容不時更新。當中，以日本海膽及法國小紅蝦製作的北海道海膽盒鮮味可口，絕不能錯過。獨家代理多款餐酒，並設杯裝，不妨向侍酒師查詢。。。
363,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓潤，呢間餐廳有別於一般粵菜餐廳，室內設計呈現歐陸風格，既舒適又優雅。主廚洪志光師傅以傳統粵菜烹調技巧，配合環球優質食材製作佳餚，口味亦會隨時令變化。菜單中不乏創新、精緻的菜式，例如薑蔥蝦乾焗鮮蟹鉗伴千層造型精緻，鮮味十足。同時提供素食及無麩質套餐。侍酒師和茶師均服務專業，令用餐體驗錦上添花。。。
364,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓品味，呢間餐廳這外賣店由居港多年的越南店主開設，主打越式法包，提供五款配料組合，如越南進口的扎肉、肥瘦相間的叉燒等，法包每日新鮮烘焙，口味地道。另有撈檬和越南咖啡供應。。。
366,我想食泰國菜，你有冇邊間推介呀？,你可以考慮吓泰麵，呢間餐廳位於地標藍屋旁邊，餐室以舊傢具、古老小販檔陳設、泰式鐵標牌裝飾，充滿懷舊泰式風情。熱愛泰菜的主廚望透過街頭小吃呈現泰國風味。逾半食材每天由當地直送到店。招牌船麵不容錯過，湯底於早上開始製作，經六小時熬製，滋味濃郁。愛甜品的不妨一嘗泰式椰子雪糕。店外人龍不斷，繁忙時段宜提早前往。。。
367,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓御寶軒，呢間餐廳御寶軒在香港的首家分店選址在九龍半島地標北京道一號，坐擁無敵維港兩岸景色，加上時尚中帶點中國風的設計－－水泥牆上的立體陶瓷鯉魚和樑柱上的書法－－令人悠然神往！廚房內附設魚缸，每天都有鮮活的海鮮供應。脆米海鮮浸東星、糯米釀脆皮乳豬及胡椒炒蟹是招牌菜。。。
368,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Épure，呢間餐廳新任主廚來自新加坡，曾在亞洲、歐洲等地的知名餐廳工作，擁有多年烹調高級法菜的經驗。他選用日本以至世界各地的優質食材，並將日本元素融入法式菜餚之中。午、晚市設有不同的精選套餐，味道出眾而不花巧，不妨佐以經過精心配搭的餐酒。餐廳位處購物熱點，逛累了不妨到餐廳附設的咖啡廳享用下午茶。。。
369,我想食湘菜，你有冇邊間推介呀？,你可以考慮吓書湘門第，呢間餐廳廚師團隊來自湖南，廚藝基礎扎實，出品風味正宗，尤其炒煮菜式鑊氣十足。大部分食材同樣由湖南進口，例如從農戶採購而來的煙燻臘肉和各種辣椒。推介菜式包括經四個工序以十小時製作的霸王肘子，還有攸縣香乾炒肉、乾鍋有機花菜等。部分食物設不同辣度，即使不能吃辣也能享用美食。。。
370,我想食新疆菜，你有冇邊間推介呀？,你可以考慮吓巴依，呢間餐廳開業多年，標誌性的巨型絲路圖始終佔據着店中央的顯眼位置。同是新疆人的廚師團隊與店主合作無間，一直堅守着同一使命：為客人提供地道而優質、價錢相宜的正宗新疆菜，當中不乏羊肉特色菜，如手抓肉、羊肉串燒和足夠二人享用、需預訂的烤羊腿等。此外，大盤雞和酸奶也值得一試，店主更不時加入新菜式。。。
371,我想食台州菜，你有冇邊間推介呀？,你可以考慮吓新榮記，呢間餐廳新榮記把台州風味帶來香港，堅持採用優質新鮮的材料，尤其推崇東海海鮮。烹調上着重原汁原味，僅以薑、葱、蒜配合簡單調味料，帶出食物自身味道。除了家燒黃魚、黃金脆帶魚、家燒蘿蔔等招牌菜式，亦提供多款時令菜餚，當中包含一些具地方色彩的口味和組合。部分菜式須提前預訂。。。
372,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Auor，呢間餐廳新加坡主廚堅持親自製作每道佳餚，巧妙地融合歐陸菜式及亞洲精髓，同時不忘加入其家鄉元素。採用世界各地的時令食材，晚市菜單內容隨四季更迭，表達對生命循環不息的讚頌；午市菜單每月變更，風格相對輕鬆隨意。青咖喱龍蝦為主廚得意之作。用餐環境舒適，葡萄酒種類齊全，加上親切友善的服務，令人感到賓至如歸。。。
373,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓金紫荊生記，呢間餐廳於2021年開始由生記接手營運，廚房團隊以新鮮、優質食材及時令海鮮，炮製口味地道的粤菜及精美點心。菜單上除了生記四十多年來的傳統招牌菜式，更加入限量供應的懷舊手工菜，如金錢雞和香葱海鹽煎馬友，後者以整條馬友起肉去骨製成，調味出色，十分可口。餐廳毗鄰金紫荊廣場，坐擁醉人維港美景。。。
374,我想食歐陸菜，你有冇邊間推介呀？,你可以考慮吓Cafe Bau，呢間餐廳由大廚梁經倫監督的新餐廳，以香港老照片作裝飾，佈局有如舊式小酒館，加上衣著優雅的服務員貼心接待，氣氛舒適自在。三道菜套餐走經典路線，如想嘗試以現代烹飪手法詮釋的菜品，不妨選擇八道菜套餐。菜式中大量採用本地食材，例如來自流浮山的蠔、本地蔬果和醬料等。客人可在吧檯用餐，品嘗特調的雞尾酒。。。
375,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Lucale，呢間餐廳由兩位意籍大廚聯手經營，店內的肉類、芝士、餐酒等都由意大利空運到港，藉此帶給客人最地道的家鄉美食。特別推介自家製的意大利粉，尤其是配搭羊奶芝士和核桃麵包碎的黑松露意粉，香氣四溢，口感恰到好處。酒單豐富，且價格合理。美酒佳餚兼備，餐廳即使藏身於街巷裏，依然不乏捧場客。。。
376,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓船記，呢間餐廳餐廳於2021年底開業，供應點心、燒味和懷舊手工菜等經典粵菜，且由擁數十年經驗的師傅主理。點心每日新鮮製造，即叫即蒸，並供應至下午。推介晶瑩剔透的韭黃鮮蝦腸。和哥叉燒選用上乘的脢頭肉製作，肥瘦得宜，是另一款必吃菜式。午市套餐非常實惠。如欲品嘗海鮮等菜式，建議提前查詢及預訂。。。
378,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓天龍軒，呢間餐廳高踞全港最高大樓的102樓，這間粵菜餐館以天龍為名，不論位置與佈局都極具氣派。裝潢以紅木為主，樓高兩層的落地玻璃窗不但令餐廳光線充沛，更把維港的醉人景色盡收眼底；殷勤的服務人員讓你倍感親切。菜單着重傳統菜式，值得一試的有原個椰皇花膠燉雞，以及需提前預訂的蜜燒西班牙黑豚肉叉燒。。。
380,我想食壽司，你有冇邊間推介呀？,你可以考慮吓Sushi Wadatsumi，呢間餐廳於2021年移師至九龍，備有一個可容納八人的房間，非常適合聚餐。僅提供單一江戶前壽司套餐，然而物超所值。飯糰以山形縣的米配搭特別調味的淡赤醋，並根據季節和食材調整兩者比例，令壽司味道達致平衡。除了來自日本的野生魚和手釣魚，廚師也會按季節和水溫來挑選環球上佳漁獲，務求以最佳食材奉客。。。
381,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Tuber Umberto Bombana，呢間餐廳這是大廚Bombana創造松露盛宴的舞台。餐廳以1920年代裝飾藝術風格設計，每個細節都奢華細緻，開放式廚房更為客人呈現整個烹飪過程。僅提供一款品嘗菜單，但運用了採購自世界各地的時令食材，例如用上大紅蝦的手工扁意粉，蝦頭的濃郁鮮甜令人一試難忘。菜單定期更新，並設有餐酒配搭。。。
383,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓夜上海，呢間餐廳佔地兩層，昏暗的燈光配上深色木材，散發着三十年代老上海的味道，用餐環境舒適。廚師廚藝精湛，選用中國各地的新鮮食材，重新演繹一系列上海及江浙名菜。除了花雕醉雞、清炒河蝦仁、蟹粉釀蟹蓋等必吃菜式，蒜泥白肉也值得品嘗：薄切五花肉味道香濃，口感爽嫩，蒜泥和醬油味道得宜，非常惹味。。。
384,我想食浙江菜，你有冇邊間推介呀？,你可以考慮吓浙江軒，呢間餐廳餐廳由浙江人經營，佔地三層，外牆是大幅浙江風景圖，室內則以中式裝飾元素帶出古典風情。多款浙江及上海美食不容錯過，例如講究刀功的搶虎尾，其肉質爽口彈牙，值得提早預訂；還有廚師引以為傲的清蒸鰣魚。各式包點也值得一試。菜單尚有隨季節更替的時令佳餚及多款素食菜式。殷切服務令用餐體驗更稱心。。。
385,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓美味廚，呢間餐廳美味廚供應各式廣東小菜，如陳皮蒸手剁牛肉餅和魚香茄子煲等，小菜套餐包括湯品、白飯和甜品，經濟實惠。另外，火鍋同樣深受食客喜愛。不但有多款火鍋湯底可供選擇，配料選項亦同樣豐富：海鮮、和牛、不同口味的自製肉丸等。餐廳內的卡座設備齊全，拉下布幕即成私密度高的私人廂座。。。
386,我想食粥麵，你有冇邊間推介呀？,你可以考慮吓靠得住，呢間餐廳於灣仔扎根多年，靠得住的出品一如其名，從不令人失望。其粥品與別不同之處，乃採用魚湯作粥底，味道鮮美。粥品配料選擇繁多，特別推薦心肝寶貝粥。同時也供應多元化的食品，其中鹹肉粽、爽脆鯇魚皮和炸雲吞也值得一試。精選套餐更有不同的配搭。餐室簡潔光亮而舒適。。。
387,我想食馬來西亞菜，你有冇邊間推介呀？,你可以考慮吓莎巴，呢間餐廳曾在灣仔屹立十八年，暫別三年後，由原有廚師班底於原區重開。雖然餐牌較以往精簡，不過滋味不變，仍供應肉骨茶、海南雞飯、巴東牛肉、海鮮喇沙等馬拉美食。其中，招牌海南雞飯的雞皮爽滑，肉質軟腍嫩滑，配搭三色醬料和珍珠米油飯，味道香濃可口。餐牌持續更新，如有心儀菜式不妨向店家查詢。。。
388,我想食燒味，你有冇邊間推介呀？,你可以考慮吓波記，呢間餐廳波記在西環屹立四十多年，一碗美味的燒鴨腿瀨粉是不少居民的童年回憶。店內多款燒味均在店舖後的自家工場製作，很受區內居民歡迎，店外每天營業前已可見排隊人龍，燒肉往往在下午二時前售罄；而要一嘗其燒鵝，最好在四時前到達，否則可能會掃興。客人亦可預訂各款燒味，店主會因應取貨時間而燒製。。。
389,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓天寶閣，呢間餐廳位於喜來登酒店內，餐室裝潢典雅堂皇，菜餚亦甚具水準。主廚擁有超過二十五年傳統粵菜經驗，功夫扎實。生於經營海味生意的家族使他對挑選和運用名貴海味食材別有一番心得，且擅於烹調以海味為題的菜式。除此之外，需預訂的黑松露薏米燒釀乳豬和魚子芙蓉蛋白龍蝦球均值得一試。。。
390,我想食瑞士菜，你有冇邊間推介呀？,你可以考慮吓瑞樵閣，呢間餐廳推開餐廳的木門，四周的木製裝飾讓人彷彿踏進了瑞士農舍。自1965年起瑞士美食的魅力在此得以展現，其傳統瑞士菜式與特選芝士系列，包括瓦萊州烤芝士（熱熔的芝士配馬鈴薯、醃洋葱及青瓜）或瑞士芝士火鍋均惹人垂涎，芝士火鍋更設有不同酒精濃度可供選擇。現任主廚生於瑞士，保證出品風味正宗。。。
392,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓嘉麟樓，呢間餐廳古典風格的柚木地板，配襯東方地氈和彩色玻璃，以至一道道遵照傳統烹調而成的廣東菜，反映這家餐廳對傳統的重視。但另一方面，主廚亦為經典美食注入新思維，如加入蟹肉、蛋白同炒的乳香龍蝦球，或是以花入饌的時令菜式。午市供應的點心不容錯過。茗茶選項近三十種，餐室內更展出古董茶壺收藏品。。。
393,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓鼎泰豐，呢間餐廳這家小籠包店於1958年在台灣創立，其分店至今遍佈多個亞洲城市。主打的上海小籠包以人手製作，材料新鮮，餡料充足，配以無色素及防腐劑的台灣米醋佐吃，美味非常。品牌特別注重品質及服務，也重視客人反饋，確保食物水準穩定。餐廳設多種座席，不論一人用膳或多人聚餐，均能照顧周到。。。
395,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓Mosu，呢間餐廳餐室設計簡約，以灰色水泥牆面配合星光般的燈飾，落地玻璃外則是維港美景，氣氛柔和寧靜。廚師團隊以南韓人為主，主廚擁有多年法國菜經驗，曾效力於日本多間高級餐廳。多元的文化特色，加上從世界各地搜羅的食材，結合成充滿創意的菜式。菜單以套餐為主，並會不定期更新。。。
396,我想食法國菜，你有冇邊間推介呀？,你可以考慮吓吉地士，呢間餐廳穿過專用入口便會到達這家於1953年開業的傳奇食府。前身是酒店宴會廳，原來的典雅格調依舊保存，餐室內盡是酒店的珍藏品。主廚採用歐洲及日本的優質食材，以現代法式手法演繹菜餚，菜式如法國藍龍蝦伴番茄果仁醬不容錯過。想要一趟與眾不同的體驗，可預訂位於廚房內的「廚師之桌」。。。
397,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓港灣壹號，呢間餐廳餐廳裝飾典雅，樓底高聳富空間感，落地大玻璃讓食客能飽覽維港景色，配上人工水池的潺潺流水聲感覺輕鬆舒適。各式粵菜由廚師團隊精心炮製，前菜桂花汁炸鮮冬菇甜而香脆，十分開胃；無錫燴波士頓龍蝦配上秘製酸辣醬汁，滿有特色。多款菜式設有輕怡分量。貼心服務令用餐體驗倍添寫意。。。
400,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓新同樂，呢間餐廳廚師團隊經驗豐富，加上選材嚴謹、用料新鮮，俘獲一眾食客的味蕾。除了經典招牌菜百花脆皮乳豬件，鮮蘑菇焗釀蟹蓋、燒汁乾煏牛肋骨也值得一試。提供多款套餐，當中包括以進口食材糅合獨特創意的廚師推介美食。部分菜餚可按人數調整分量，靈活貼心。點心菜單恆常更換，新鮮感十足。。。
401,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓太湖海鮮城，呢間餐廳太湖於八十年代開業，一直是區內馳名的酒家。其後遷到更舒適的現址後，食物質素依然維持一貫的高水準，加上價格實惠，難怪每天有逾千食客光顧。餐館精於烹調海鮮菜式，更設有不同時令海鮮優惠，讓食客能大飽口福；其廣東小菜亦值得細味，芝麻鹽焗雞、薑米鮮魚炒飯等都是招牌菜。。。
402,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓翠亨邨，呢間餐廳翠亨邨早於1970年代在尖沙咀開業，菜式以傳統粵菜為主，如醬燒牛肋排、翠亨邨靚一雞及最暢銷的蜜汁叉燒；此外亦不乏順德菜式，以及注入現代元素的新創作，如黑魚子醬芒貴妃蝦球。在這裏，你可以透過大玻璃窗，欣賞廚師烹調各式佳餚的過程，視覺和味覺享受同時獲得滿足。。。
403,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Roganic，呢間餐廳英國大廚Simon Rogan的首家海外同名餐廳，崇尚自然有機，不單裝潢綠意盎然，更提倡產地直送概念，大量選用新界農場的有機食材，並在店內栽種各式微型菜苗。午市套餐價格相宜，另有九道菜及十二道菜的嘗味套餐，菜式看似簡單但滋味滿溢。客人更可以在吧檯享用甜品以及時令雞尾酒，並設有無酒精餐飲配對。。。
405,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓富臨飯店，呢間餐廳阿一鮑魚為已故老闆楊貫一的招牌菜，廚師團隊對此菜式絕不馬虎，採用日本乾鮑，由專人燜煮數天而成，其口感綿密，至今仍吸引本地食客以至世界各地人士慕名而來。菜單道道皆為粵菜經典，所需工序繁複，生煎東星斑、瑤柱焗釀蟹蓋等都展現出精湛廚藝。酒單琳瑯滿目，不妨請侍酒師作推薦，增添用餐樂趣。。。
406,我想食瑞士菜，你有冇邊間推介呀？,你可以考慮吓瑞士餐廳，呢間餐廳木傢具、小窗戶等元素令餐廳洋溢着瑞士高山小木屋的氛圍。店東兼主廚與全店職員共事逾廿載，食物和服務水準一直維持不變。餐廳選用優質的瑞士香腸、芝士、醃肉和肉品，牛面沙律、炸牛仔肉和薄切小牛肉伴蘑菇忌廉汁均不可錯過，當然還有以五種芝士混合櫻桃酒煮成的芝士火鍋。不妨選配瑞士美酒佐餐。。。
407,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Involtini，呢間餐廳裝潢簡約優雅，建議選擇開放式廚房旁的座位，欣賞烹調過程。選用意大利原材料、每天新鮮製作的意粉一直是店內招牌，廚師於前一晚製作麵糰，讓其休息一晚後才製成麵條，口感特佳，意粉款式更會不時更替。推薦紅蝦意大利幼麵，濃郁的醬汁掛在彈牙的麵條上，配搭鮮甜的原隻加勒比海紅蝦，叫人回味。。。
409,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓國金軒，呢間餐廳裝潢充滿現代感，在此享受糅合現代元素的廣東美食，可謂相得益彰。午市供應多達三十款精美點心，同時備有多款小菜，在傳統菜式中展示廚師的扎實功架，例如選用新鮮斑片烹調的宋嫂魚羹。餐廳亦會因應季節加入新菜式，持續為食客帶來新鮮感。設有侍酒師提供餐酒配搭建議。宜預先訂位以免撲空。。。
